order_id,date,product,category,region,channel,sales_rep,units,unit_price,discount_pct,revenue
ORD-101602,2025-07-23,Glow Smart Bulb 4-Pack,Smart Home,North America,Retail,Derek Holt,1,49.00,0,49.00
ORD-101603,2025-07-23,Vitality Fitness Band,Wearables,North America,Online,Derek Holt,1,79.00,0,79.00
ORD-101604,2025-07-23,SentryCam Security Camera,Smart Home,Latin America,Online,Diego Fuentes,1,139.00,5,132.05
ORD-101605,2025-07-23,MagGrip Phone Stand,Accessories,Europe,Online,Tomás Ribeiro,1,25.00,0,25.00
ORD-101606,2025-07-23,Vitality Fitness Band,Wearables,APAC,Online,Kenji Watanabe,2,79.00,0,158.00
ORD-101607,2025-07-23,MagGrip Phone Stand,Accessories,Europe,Online,Sofia Lindqvist,1,25.00,10,22.50
ORD-101608,2025-07-23,Pulse Wireless Earbuds,Audio,Europe,Retail,Tomás Ribeiro,2,129.00,5,245.10
ORD-101609,2025-07-23,Resonance Over-Ear Headphones,Audio,Europe,Retail,Sofia Lindqvist,1,249.00,0,249.00
ORD-101610,2025-07-24,MagGrip Phone Stand,Accessories,Europe,Online,Sofia Lindqvist,1,25.00,10,22.50
ORD-101611,2025-07-24,Pulse Wireless Earbuds,Audio,Europe,Online,Sofia Lindqvist,1,129.00,0,129.00
ORD-101612,2025-07-24,Resonance Over-Ear Headphones,Audio,North America,Online,Maya Chen,1,249.00,0,249.00
ORD-101613,2025-07-24,Horizon Smartwatch,Wearables,Latin America,Online,Diego Fuentes,5,299.00,5,1420.25
ORD-101614,2025-07-24,MagGrip Phone Stand,Accessories,Europe,Distributor,Tomás Ribeiro,49,25.00,20,980.00
ORD-101615,2025-07-24,Glow Smart Bulb 4-Pack,Smart Home,Europe,Online,Sofia Lindqvist,2,49.00,0,98.00
ORD-101616,2025-07-24,SentryCam Security Camera,Smart Home,Europe,Online,Sofia Lindqvist,1,139.00,0,139.00
ORD-101617,2025-07-24,TrailCase Rugged Sleeve,Accessories,Europe,Online,Tomás Ribeiro,2,35.00,0,70.00
ORD-101618,2025-07-24,Glow Smart Bulb 4-Pack,Smart Home,Europe,Online,Sofia Lindqvist,1,49.00,0,49.00
ORD-101619,2025-07-24,SentryCam Security Camera,Smart Home,North America,Online,Derek Holt,4,139.00,10,500.40
ORD-101620,2025-07-25,Glow Smart Bulb 4-Pack,Smart Home,APAC,Online,Kenji Watanabe,1,49.00,0,49.00
ORD-101621,2025-07-25,MagGrip Phone Stand,Accessories,North America,Online,Derek Holt,1,25.00,0,25.00
ORD-101622,2025-07-25,VoltCharge 65W GaN Charger,Accessories,Europe,Retail,Tomás Ribeiro,2,45.00,0,90.00
ORD-101623,2025-07-25,MagGrip Phone Stand,Accessories,North America,Online,Derek Holt,3,25.00,0,75.00
ORD-101624,2025-07-25,TrailCase Rugged Sleeve,Accessories,Europe,Retail,Sofia Lindqvist,4,35.00,0,140.00
ORD-101625,2025-07-25,SentryCam Security Camera,Smart Home,North America,Retail,Derek Holt,2,139.00,0,278.00
ORD-101626,2025-07-25,MagGrip Phone Stand,Accessories,North America,Distributor,Maya Chen,20,25.00,25,375.00
ORD-101627,2025-07-25,Pulse Wireless Earbuds,Audio,North America,Online,Derek Holt,1,129.00,0,129.00
ORD-101628,2025-07-25,TrailCase Rugged Sleeve,Accessories,APAC,Distributor,Priya Nair,21,35.00,35,477.75
ORD-101629,2025-07-26,Pulse Wireless Earbuds,Audio,Europe,Online,Sofia Lindqvist,2,129.00,0,258.00
ORD-101630,2025-07-26,Horizon Smartwatch,Wearables,Europe,Distributor,Sofia Lindqvist,30,299.00,20,7176.00
ORD-101631,2025-07-26,VoltCharge 65W GaN Charger,Accessories,North America,Online,Maya Chen,1,45.00,0,45.00
ORD-101632,2025-07-26,BoomBar Bluetooth Speaker,Audio,APAC,Retail,Kenji Watanabe,3,89.00,0,267.00
ORD-101633,2025-07-26,SentryCam Security Camera,Smart Home,Europe,Online,Sofia Lindqvist,3,139.00,5,396.15
ORD-101634,2025-07-26,Horizon Smartwatch,Wearables,Europe,Online,Sofia Lindqvist,2,299.00,10,538.20
ORD-101635,2025-07-26,VoltCharge 65W GaN Charger,Accessories,Europe,Retail,Sofia Lindqvist,2,45.00,0,90.00
ORD-101636,2025-07-27,Vitality Fitness Band,Wearables,Europe,Retail,Sofia Lindqvist,1,79.00,0,79.00
ORD-101637,2025-07-27,MagGrip Phone Stand,Accessories,Europe,Retail,Sofia Lindqvist,1,25.00,0,25.00
ORD-101638,2025-07-27,BoomBar Bluetooth Speaker,Audio,Europe,Online,Tomás Ribeiro,3,89.00,0,267.00
ORD-101639,2025-07-27,MagGrip Phone Stand,Accessories,North America,Online,Derek Holt,3,25.00,10,67.50
ORD-101640,2025-07-28,MagGrip Phone Stand,Accessories,Latin America,Online,Diego Fuentes,1,25.00,0,25.00
ORD-101641,2025-07-28,Resonance Over-Ear Headphones,Audio,Europe,Retail,Tomás Ribeiro,1,249.00,0,249.00
ORD-101642,2025-07-28,BoomBar Bluetooth Speaker,Audio,APAC,Online,Priya Nair,1,89.00,0,89.00
ORD-101643,2025-07-28,TrailCase Rugged Sleeve,Accessories,Europe,Online,Sofia Lindqvist,1,35.00,10,31.50
ORD-101644,2025-07-28,MagGrip Phone Stand,Accessories,APAC,Online,Priya Nair,1,25.00,0,25.00
ORD-101645,2025-07-28,VoltCharge 65W GaN Charger,Accessories,Latin America,Distributor,Diego Fuentes,27,45.00,20,972.00
ORD-101646,2025-07-28,Pulse Wireless Earbuds,Audio,Europe,Retail,Sofia Lindqvist,1,129.00,0,129.00
ORD-101647,2025-07-28,MagGrip Phone Stand,Accessories,Latin America,Distributor,Camila Torres,11,25.00,25,206.25
ORD-101648,2025-07-28,SentryCam Security Camera,Smart Home,APAC,Retail,Priya Nair,1,139.00,0,139.00
ORD-101649,2025-07-28,VoltCharge 65W GaN Charger,Accessories,Europe,Online,Tomás Ribeiro,1,45.00,0,45.00
ORD-101650,2025-07-28,ClimaSense Thermostat,Smart Home,Latin America,Online,Diego Fuentes,1,179.00,0,179.00
ORD-101651,2025-07-28,BoomBar Bluetooth Speaker,Audio,Europe,Online,Sofia Lindqvist,2,89.00,5,169.10
ORD-101652,2025-07-29,SentryCam Security Camera,Smart Home,North America,Distributor,Maya Chen,25,139.00,20,2780.00
ORD-101653,2025-07-29,Pulse Wireless Earbuds,Audio,North America,Online,Maya Chen,1,129.00,0,129.00
ORD-101654,2025-07-29,MagGrip Phone Stand,Accessories,Latin America,Retail,Camila Torres,1,25.00,0,25.00
ORD-101655,2025-07-29,Pulse Wireless Earbuds,Audio,North America,Online,Maya Chen,2,129.00,0,258.00
ORD-101656,2025-07-29,TrailCase Rugged Sleeve,Accessories,North America,Distributor,Derek Holt,45,35.00,30,1102.50
ORD-101657,2025-07-29,MagGrip Phone Stand,Accessories,North America,Online,Derek Holt,1,25.00,0,25.00
ORD-101658,2025-07-29,Vitality Fitness Band,Wearables,Europe,Online,Tomás Ribeiro,1,79.00,0,79.00
ORD-101659,2025-07-29,TrailCase Rugged Sleeve,Accessories,North America,Online,Maya Chen,2,35.00,0,70.00
ORD-101660,2025-07-29,Pulse Wireless Earbuds,Audio,North America,Retail,Derek Holt,1,129.00,0,129.00
ORD-101661,2025-07-29,Glow Smart Bulb 4-Pack,Smart Home,North America,Retail,Derek Holt,1,49.00,10,44.10
ORD-101662,2025-07-29,Pulse Wireless Earbuds,Audio,APAC,Online,Kenji Watanabe,3,129.00,0,387.00
ORD-101663,2025-07-30,BoomBar Bluetooth Speaker,Audio,Europe,Retail,Sofia Lindqvist,1,89.00,0,89.00
ORD-101664,2025-07-30,TrailCase Rugged Sleeve,Accessories,Latin America,Distributor,Diego Fuentes,26,35.00,25,682.50
ORD-101665,2025-07-30,VoltCharge 65W GaN Charger,Accessories,North America,Distributor,Derek Holt,13,45.00,20,468.00
ORD-101666,2025-07-30,SentryCam Security Camera,Smart Home,Latin America,Distributor,Diego Fuentes,44,139.00,35,3975.40
ORD-101667,2025-07-30,Glow Smart Bulb 4-Pack,Smart Home,APAC,Online,Kenji Watanabe,1,49.00,0,49.00
ORD-101668,2025-07-30,TrailCase Rugged Sleeve,Accessories,North America,Online,Maya Chen,2,35.00,0,70.00
ORD-101669,2025-07-30,TrailCase Rugged Sleeve,Accessories,APAC,Online,Kenji Watanabe,1,35.00,0,35.00
ORD-101670,2025-07-30,Horizon Smartwatch,Wearables,Europe,Online,Sofia Lindqvist,2,299.00,0,598.00
ORD-101671,2025-07-30,BoomBar Bluetooth Speaker,Audio,North America,Online,Derek Holt,1,89.00,0,89.00
ORD-101672,2025-07-30,Horizon Smartwatch,Wearables,Europe,Online,Sofia Lindqvist,2,299.00,0,598.00
ORD-101673,2025-07-30,MagGrip Phone Stand,Accessories,Europe,Online,Sofia Lindqvist,1,25.00,0,25.00
ORD-101674,2025-07-31,BoomBar Bluetooth Speaker,Audio,Europe,Retail,Sofia Lindqvist,1,89.00,0,89.00
ORD-101675,2025-07-31,Pulse Wireless Earbuds,Audio,North America,Online,Maya Chen,1,129.00,0,129.00
ORD-101676,2025-07-31,Vitality Fitness Band,Wearables,Europe,Online,Sofia Lindqvist,2,79.00,0,158.00
ORD-101677,2025-07-31,BoomBar Bluetooth Speaker,Audio,Europe,Online,Tomás Ribeiro,1,89.00,0,89.00
ORD-101678,2025-07-31,Resonance Over-Ear Headphones,Audio,Europe,Online,Sofia Lindqvist,1,249.00,0,249.00
ORD-101679,2025-07-31,Horizon Smartwatch,Wearables,APAC,Online,Kenji Watanabe,1,299.00,0,299.00
ORD-101680,2025-07-31,Pulse Wireless Earbuds,Audio,Europe,Online,Tomás Ribeiro,1,129.00,0,129.00
ORD-101681,2025-07-31,Glow Smart Bulb 4-Pack,Smart Home,Latin America,Online,Camila Torres,1,49.00,10,44.10
ORD-101682,2025-07-31,MagGrip Phone Stand,Accessories,North America,Retail,Maya Chen,1,25.00,0,25.00
ORD-101683,2025-07-31,Glow Smart Bulb 4-Pack,Smart Home,Europe,Distributor,Tomás Ribeiro,34,49.00,20,1332.80
ORD-101684,2025-08-01,MagGrip Phone Stand,Accessories,Europe,Distributor,Sofia Lindqvist,24,25.00,35,390.00
ORD-101685,2025-08-01,SentryCam Security Camera,Smart Home,North America,Retail,Maya Chen,2,139.00,0,278.00
ORD-101686,2025-08-01,Vitality Fitness Band,Wearables,North America,Distributor,Derek Holt,31,79.00,25,1836.75
ORD-101687,2025-08-01,MagGrip Phone Stand,Accessories,Latin America,Online,Camila Torres,2,25.00,0,50.00
ORD-101688,2025-08-01,BoomBar Bluetooth Speaker,Audio,APAC,Online,Kenji Watanabe,1,89.00,0,89.00
ORD-101689,2025-08-01,TrailCase Rugged Sleeve,Accessories,Europe,Online,Sofia Lindqvist,1,35.00,0,35.00
ORD-101690,2025-08-01,MagGrip Phone Stand,Accessories,North America,Retail,Maya Chen,1,25.00,0,25.00
ORD-101691,2025-08-01,Resonance Over-Ear Headphones,Audio,North America,Online,Derek Holt,1,249.00,0,249.00
ORD-101692,2025-08-01,Glow Smart Bulb 4-Pack,Smart Home,North America,Retail,Derek Holt,2,49.00,5,93.10
ORD-101693,2025-08-02,MagGrip Phone Stand,Accessories,North America,Online,Maya Chen,2,25.00,0,50.00
ORD-101694,2025-08-02,Glow Smart Bulb 4-Pack,Smart Home,North America,Retail,Maya Chen,1,49.00,0,49.00
ORD-101695,2025-08-02,Pulse Wireless Earbuds,Audio,Europe,Distributor,Tomás Ribeiro,32,129.00,25,3096.00
ORD-101696,2025-08-02,Horizon Smartwatch,Wearables,Europe,Online,Tomás Ribeiro,3,299.00,5,852.15
ORD-101697,2025-08-02,ClimaSense Thermostat,Smart Home,Europe,Online,Sofia Lindqvist,4,179.00,10,644.40
ORD-101698,2025-08-02,MagGrip Phone Stand,Accessories,Europe,Online,Tomás Ribeiro,1,25.00,0,25.00
ORD-101699,2025-08-03,TrailCase Rugged Sleeve,Accessories,Latin America,Online,Camila Torres,1,35.00,0,35.00
ORD-101700,2025-08-03,VoltCharge 65W GaN Charger,Accessories,Europe,Online,Tomás Ribeiro,1,45.00,0,45.00
ORD-101701,2025-08-03,TrailCase Rugged Sleeve,Accessories,North America,Online,Derek Holt,1,35.00,0,35.00
ORD-101702,2025-08-03,SentryCam Security Camera,Smart Home,Europe,Online,Tomás Ribeiro,1,139.00,0,139.00
ORD-101703,2025-08-03,TrailCase Rugged Sleeve,Accessories,North America,Online,Maya Chen,1,35.00,5,33.25
ORD-101704,2025-08-03,Vitality Fitness Band,Wearables,North America,Online,Maya Chen,1,79.00,0,79.00
ORD-101705,2025-08-03,MagGrip Phone Stand,Accessories,North America,Distributor,Derek Holt,16,25.00,25,300.00
ORD-101706,2025-08-03,VoltCharge 65W GaN Charger,Accessories,North America,Retail,Maya Chen,1,45.00,0,45.00
ORD-101707,2025-08-03,ClimaSense Thermostat,Smart Home,North America,Online,Maya Chen,3,179.00,0,537.00
ORD-101708,2025-08-04,BoomBar Bluetooth Speaker,Audio,Latin America,Retail,Diego Fuentes,1,89.00,5,84.55
ORD-101709,2025-08-04,Vitality Fitness Band,Wearables,North America,Online,Maya Chen,1,79.00,0,79.00
ORD-101710,2025-08-04,MagGrip Phone Stand,Accessories,Latin America,Distributor,Camila Torres,15,25.00,25,281.25
ORD-101711,2025-08-04,VoltCharge 65W GaN Charger,Accessories,North America,Online,Derek Holt,2,45.00,0,90.00
ORD-101712,2025-08-04,MagGrip Phone Stand,Accessories,APAC,Distributor,Kenji Watanabe,12,25.00,35,195.00
ORD-101713,2025-08-04,Pulse Wireless Earbuds,Audio,APAC,Online,Kenji Watanabe,2,129.00,5,245.10
ORD-101714,2025-08-04,ClimaSense Thermostat,Smart Home,Latin America,Online,Camila Torres,2,179.00,5,340.10
ORD-101715,2025-08-04,BoomBar Bluetooth Speaker,Audio,North America,Online,Derek Holt,3,89.00,0,267.00
ORD-101716,2025-08-04,Vitality Fitness Band,Wearables,North America,Distributor,Maya Chen,23,79.00,20,1453.60
ORD-101717,2025-08-04,Glow Smart Bulb 4-Pack,Smart Home,Europe,Retail,Sofia Lindqvist,1,49.00,0,49.00
ORD-101718,2025-08-04,ClimaSense Thermostat,Smart Home,Europe,Retail,Sofia Lindqvist,1,179.00,0,179.00
ORD-101719,2025-08-04,BoomBar Bluetooth Speaker,Audio,North America,Distributor,Maya Chen,41,89.00,35,2371.85
ORD-101720,2025-08-04,MagGrip Phone Stand,Accessories,North America,Online,Derek Holt,1,25.00,0,25.00
ORD-101721,2025-08-05,MagGrip Phone Stand,Accessories,Europe,Online,Tomás Ribeiro,2,25.00,0,50.00
ORD-101722,2025-08-05,Glow Smart Bulb 4-Pack,Smart Home,North America,Online,Maya Chen,1,49.00,0,49.00
ORD-101723,2025-08-05,MagGrip Phone Stand,Accessories,APAC,Retail,Kenji Watanabe,2,25.00,0,50.00
ORD-101724,2025-08-05,BoomBar Bluetooth Speaker,Audio,North America,Online,Derek Holt,2,89.00,0,178.00
ORD-101725,2025-08-05,Vitality Fitness Band,Wearables,North America,Online,Derek Holt,1,79.00,0,79.00
ORD-101726,2025-08-05,Glow Smart Bulb 4-Pack,Smart Home,North America,Online,Maya Chen,1,49.00,0,49.00
ORD-101727,2025-08-05,Resonance Over-Ear Headphones,Audio,North America,Distributor,Maya Chen,49,249.00,30,8540.70
ORD-101728,2025-08-05,Resonance Over-Ear Headphones,Audio,Europe,Retail,Sofia Lindqvist,1,249.00,0,249.00
ORD-101729,2025-08-05,MagGrip Phone Stand,Accessories,APAC,Retail,Priya Nair,1,25.00,0,25.00
ORD-101730,2025-08-05,BoomBar Bluetooth Speaker,Audio,North America,Distributor,Derek Holt,24,89.00,30,1495.20
ORD-101731,2025-08-05,MagGrip Phone Stand,Accessories,Latin America,Online,Diego Fuentes,2,25.00,0,50.00
ORD-101732,2025-08-05,Pulse Wireless Earbuds,Audio,APAC,Online,Priya Nair,2,129.00,0,258.00
ORD-101733,2025-08-05,Vitality Fitness Band,Wearables,North America,Online,Maya Chen,2,79.00,5,150.10
ORD-101734,2025-08-05,Horizon Smartwatch,Wearables,Europe,Distributor,Tomás Ribeiro,14,299.00,20,3348.80
ORD-101735,2025-08-05,Glow Smart Bulb 4-Pack,Smart Home,APAC,Online,Kenji Watanabe,2,49.00,0,98.00
ORD-101736,2025-08-06,TrailCase Rugged Sleeve,Accessories,North America,Online,Derek Holt,2,35.00,0,70.00
ORD-101737,2025-08-06,Vitality Fitness Band,Wearables,Europe,Online,Sofia Lindqvist,1,79.00,0,79.00
ORD-101738,2025-08-06,TrailCase Rugged Sleeve,Accessories,Europe,Online,Tomás Ribeiro,1,35.00,10,31.50
ORD-101739,2025-08-06,SentryCam Security Camera,Smart Home,Europe,Online,Sofia Lindqvist,5,139.00,0,695.00
ORD-101740,2025-08-06,TrailCase Rugged Sleeve,Accessories,APAC,Online,Priya Nair,2,35.00,0,70.00
ORD-101741,2025-08-06,MagGrip Phone Stand,Accessories,Europe,Retail,Tomás Ribeiro,2,25.00,0,50.00
ORD-101742,2025-08-06,MagGrip Phone Stand,Accessories,Latin America,Retail,Camila Torres,1,25.00,10,22.50
ORD-101743,2025-08-06,ClimaSense Thermostat,Smart Home,North America,Retail,Derek Holt,1,179.00,0,179.00
ORD-101744,2025-08-07,MagGrip Phone Stand,Accessories,North America,Retail,Derek Holt,3,25.00,0,75.00
ORD-101745,2025-08-07,VoltCharge 65W GaN Charger,Accessories,Europe,Online,Sofia Lindqvist,1,45.00,0,45.00
ORD-101746,2025-08-07,Glow Smart Bulb 4-Pack,Smart Home,Europe,Online,Sofia Lindqvist,2,49.00,0,98.00
ORD-101747,2025-08-07,MagGrip Phone Stand,Accessories,Latin America,Distributor,Camila Torres,37,25.00,20,740.00
ORD-101748,2025-08-07,Horizon Smartwatch,Wearables,APAC,Online,Priya Nair,1,299.00,0,299.00
ORD-101749,2025-08-07,MagGrip Phone Stand,Accessories,North America,Online,Derek Holt,2,25.00,0,50.00
ORD-101750,2025-08-07,Resonance Over-Ear Headphones,Audio,APAC,Online,Kenji Watanabe,1,249.00,0,249.00
ORD-101751,2025-08-07,Vitality Fitness Band,Wearables,Latin America,Online,Diego Fuentes,2,79.00,0,158.00
ORD-101752,2025-08-08,VoltCharge 65W GaN Charger,Accessories,North America,Retail,Maya Chen,4,45.00,0,180.00
ORD-101753,2025-08-08,ClimaSense Thermostat,Smart Home,Europe,Distributor,Sofia Lindqvist,18,179.00,25,2416.50
ORD-101754,2025-08-08,SentryCam Security Camera,Smart Home,APAC,Online,Priya Nair,1,139.00,0,139.00
ORD-101755,2025-08-08,TrailCase Rugged Sleeve,Accessories,North America,Online,Maya Chen,1,35.00,0,35.00
ORD-101756,2025-08-08,Pulse Wireless Earbuds,Audio,Europe,Online,Sofia Lindqvist,2,129.00,5,245.10
ORD-101757,2025-08-08,Vitality Fitness Band,Wearables,North America,Online,Maya Chen,3,79.00,5,225.15
ORD-101758,2025-08-08,SentryCam Security Camera,Smart Home,North America,Distributor,Derek Holt,45,139.00,25,4691.25
ORD-101759,2025-08-08,Pulse Wireless Earbuds,Audio,North America,Online,Maya Chen,1,129.00,0,129.00
ORD-101760,2025-08-08,MagGrip Phone Stand,Accessories,Europe,Online,Tomás Ribeiro,2,25.00,0,50.00
ORD-101761,2025-08-09,MagGrip Phone Stand,Accessories,Europe,Online,Tomás Ribeiro,1,25.00,0,25.00
ORD-101762,2025-08-09,BoomBar Bluetooth Speaker,Audio,Latin America,Online,Camila Torres,1,89.00,0,89.00
ORD-101763,2025-08-09,Pulse Wireless Earbuds,Audio,Latin America,Online,Camila Torres,1,129.00,0,129.00
ORD-101764,2025-08-09,Vitality Fitness Band,Wearables,Europe,Online,Sofia Lindqvist,1,79.00,0,79.00
ORD-101765,2025-08-09,VoltCharge 65W GaN Charger,Accessories,North America,Online,Derek Holt,3,45.00,5,128.25
ORD-101766,2025-08-09,TrailCase Rugged Sleeve,Accessories,Latin America,Retail,Diego Fuentes,3,35.00,0,105.00
ORD-101767,2025-08-10,Glow Smart Bulb 4-Pack,Smart Home,APAC,Retail,Priya Nair,1,49.00,0,49.00
ORD-101768,2025-08-10,Pulse Wireless Earbuds,Audio,North America,Retail,Derek Holt,1,129.00,0,129.00
ORD-101769,2025-08-10,ClimaSense Thermostat,Smart Home,APAC,Online,Priya Nair,1,179.00,0,179.00
ORD-101770,2025-08-10,Pulse Wireless Earbuds,Audio,Europe,Online,Sofia Lindqvist,1,129.00,0,129.00
ORD-101771,2025-08-10,Horizon Smartwatch,Wearables,North America,Retail,Maya Chen,1,299.00,0,299.00
ORD-101772,2025-08-10,Glow Smart Bulb 4-Pack,Smart Home,North America,Online,Derek Holt,1,49.00,0,49.00
ORD-101773,2025-08-10,Pulse Wireless Earbuds,Audio,APAC,Distributor,Kenji Watanabe,50,129.00,35,4192.50
ORD-101774,2025-08-10,Glow Smart Bulb 4-Pack,Smart Home,Europe,Online,Sofia Lindqvist,1,49.00,5,46.55
ORD-101775,2025-08-10,Resonance Over-Ear Headphones,Audio,APAC,Online,Priya Nair,3,249.00,0,747.00
ORD-101776,2025-08-10,Glow Smart Bulb 4-Pack,Smart Home,APAC,Online,Kenji Watanabe,1,49.00,10,44.10
ORD-101777,2025-08-10,BoomBar Bluetooth Speaker,Audio,Europe,Online,Sofia Lindqvist,2,89.00,5,169.10
ORD-101778,2025-08-10,MagGrip Phone Stand,Accessories,North America,Online,Derek Holt,4,25.00,0,100.00
ORD-101779,2025-08-11,Pulse Wireless Earbuds,Audio,APAC,Retail,Priya Nair,1,129.00,0,129.00
ORD-101780,2025-08-11,Vitality Fitness Band,Wearables,North America,Online,Derek Holt,2,79.00,5,150.10
ORD-101781,2025-08-11,Pulse Wireless Earbuds,Audio,North America,Online,Derek Holt,1,129.00,5,122.55
ORD-101782,2025-08-11,Pulse Wireless Earbuds,Audio,Latin America,Online,Camila Torres,1,129.00,0,129.00
ORD-101783,2025-08-11,BoomBar Bluetooth Speaker,Audio,Europe,Retail,Sofia Lindqvist,2,89.00,0,178.00
ORD-101784,2025-08-11,Horizon Smartwatch,Wearables,North America,Online,Maya Chen,2,299.00,10,538.20
ORD-101785,2025-08-11,MagGrip Phone Stand,Accessories,APAC,Online,Priya Nair,1,25.00,0,25.00
ORD-101786,2025-08-11,Vitality Fitness Band,Wearables,Europe,Online,Tomás Ribeiro,1,79.00,5,75.05
ORD-101787,2025-08-11,BoomBar Bluetooth Speaker,Audio,North America,Online,Derek Holt,1,89.00,0,89.00
ORD-101788,2025-08-11,Vitality Fitness Band,Wearables,Europe,Retail,Tomás Ribeiro,2,79.00,0,158.00
ORD-101789,2025-08-11,TrailCase Rugged Sleeve,Accessories,Europe,Online,Sofia Lindqvist,1,35.00,0,35.00
ORD-101790,2025-08-12,Vitality Fitness Band,Wearables,APAC,Online,Kenji Watanabe,2,79.00,0,158.00
ORD-101791,2025-08-12,MagGrip Phone Stand,Accessories,APAC,Online,Priya Nair,1,25.00,0,25.00
ORD-101792,2025-08-12,BoomBar Bluetooth Speaker,Audio,Latin America,Online,Camila Torres,1,89.00,0,89.00
ORD-101793,2025-08-12,SentryCam Security Camera,Smart Home,Europe,Online,Sofia Lindqvist,1,139.00,0,139.00
ORD-101794,2025-08-12,MagGrip Phone Stand,Accessories,North America,Online,Derek Holt,2,25.00,0,50.00
ORD-101795,2025-08-12,TrailCase Rugged Sleeve,Accessories,North America,Online,Derek Holt,2,35.00,0,70.00
ORD-101796,2025-08-13,VoltCharge 65W GaN Charger,Accessories,APAC,Retail,Kenji Watanabe,1,45.00,0,45.00
ORD-101797,2025-08-13,Vitality Fitness Band,Wearables,Europe,Online,Tomás Ribeiro,4,79.00,0,316.00
ORD-101798,2025-08-13,TrailCase Rugged Sleeve,Accessories,Latin America,Online,Camila Torres,2,35.00,10,63.00
ORD-101799,2025-08-13,Horizon Smartwatch,Wearables,North America,Distributor,Maya Chen,48,299.00,25,10764.00
ORD-101800,2025-08-13,TrailCase Rugged Sleeve,Accessories,Europe,Online,Sofia Lindqvist,1,35.00,10,31.50
ORD-101801,2025-08-13,TrailCase Rugged Sleeve,Accessories,North America,Retail,Maya Chen,1,35.00,0,35.00
ORD-101802,2025-08-13,Pulse Wireless Earbuds,Audio,North America,Online,Maya Chen,1,129.00,0,129.00
ORD-101803,2025-08-14,BoomBar Bluetooth Speaker,Audio,North America,Online,Maya Chen,2,89.00,0,178.00
ORD-101804,2025-08-14,Pulse Wireless Earbuds,Audio,North America,Online,Maya Chen,2,129.00,0,258.00
ORD-101805,2025-08-14,MagGrip Phone Stand,Accessories,Europe,Retail,Tomás Ribeiro,2,25.00,0,50.00
ORD-101806,2025-08-14,Resonance Over-Ear Headphones,Audio,APAC,Online,Priya Nair,1,249.00,0,249.00
ORD-101807,2025-08-14,VoltCharge 65W GaN Charger,Accessories,APAC,Online,Kenji Watanabe,1,45.00,0,45.00
ORD-101808,2025-08-14,TrailCase Rugged Sleeve,Accessories,North America,Retail,Maya Chen,1,35.00,0,35.00
ORD-101809,2025-08-14,MagGrip Phone Stand,Accessories,Europe,Distributor,Tomás Ribeiro,24,25.00,25,450.00
ORD-101810,2025-08-15,Vitality Fitness Band,Wearables,North America,Retail,Derek Holt,1,79.00,0,79.00
ORD-101811,2025-08-15,Horizon Smartwatch,Wearables,APAC,Online,Priya Nair,4,299.00,0,1196.00
ORD-101812,2025-08-15,Horizon Smartwatch,Wearables,Europe,Online,Sofia Lindqvist,1,299.00,0,299.00
ORD-101813,2025-08-15,Pulse Wireless Earbuds,Audio,APAC,Online,Priya Nair,1,129.00,0,129.00
ORD-101814,2025-08-15,VoltCharge 65W GaN Charger,Accessories,North America,Online,Derek Holt,1,45.00,0,45.00
ORD-101815,2025-08-15,VoltCharge 65W GaN Charger,Accessories,North America,Online,Derek Holt,2,45.00,0,90.00
ORD-101816,2025-08-15,MagGrip Phone Stand,Accessories,Latin America,Retail,Camila Torres,5,25.00,0,125.00
ORD-101817,2025-08-15,Horizon Smartwatch,Wearables,Europe,Online,Sofia Lindqvist,4,299.00,0,1196.00
ORD-101818,2025-08-15,BoomBar Bluetooth Speaker,Audio,Europe,Online,Tomás Ribeiro,1,89.00,0,89.00
ORD-101819,2025-08-16,MagGrip Phone Stand,Accessories,Europe,Distributor,Sofia Lindqvist,33,25.00,30,577.50
ORD-101820,2025-08-16,Glow Smart Bulb 4-Pack,Smart Home,Europe,Online,Sofia Lindqvist,1,49.00,0,49.00
ORD-101821,2025-08-16,Pulse Wireless Earbuds,Audio,North America,Retail,Maya Chen,1,129.00,0,129.00
ORD-101822,2025-08-16,VoltCharge 65W GaN Charger,Accessories,North America,Online,Maya Chen,1,45.00,0,45.00
ORD-101823,2025-08-16,Glow Smart Bulb 4-Pack,Smart Home,APAC,Distributor,Kenji Watanabe,49,49.00,25,1800.75
ORD-101824,2025-08-16,TrailCase Rugged Sleeve,Accessories,Latin America,Online,Diego Fuentes,1,35.00,0,35.00
ORD-101825,2025-08-16,ClimaSense Thermostat,Smart Home,APAC,Online,Priya Nair,5,179.00,0,895.00
ORD-101826,2025-08-17,Glow Smart Bulb 4-Pack,Smart Home,North America,Retail,Derek Holt,2,49.00,0,98.00
ORD-101827,2025-08-17,MagGrip Phone Stand,Accessories,Latin America,Retail,Camila Torres,5,25.00,0,125.00
ORD-101828,2025-08-17,SentryCam Security Camera,Smart Home,APAC,Online,Priya Nair,1,139.00,0,139.00
ORD-101829,2025-08-17,Glow Smart Bulb 4-Pack,Smart Home,APAC,Online,Priya Nair,2,49.00,0,98.00
ORD-101830,2025-08-17,MagGrip Phone Stand,Accessories,Europe,Online,Tomás Ribeiro,1,25.00,0,25.00
ORD-101831,2025-08-17,VoltCharge 65W GaN Charger,Accessories,North America,Retail,Derek Holt,5,45.00,0,225.00
